"File Names",Article,References,Reviewer,Category,"String Cite"
"Proceedings 47","Y. Suofu, W. Li, F. G. Jean-Alphonse, J. Y. Jia, N. K. Khattar, J. T. Li, S. V. Baranov, D. Leronni, A. C. Mihalik, Y. Q. He, E. Cecon, V. L. Wehbi, J. Kim, B. E. Heath, O. V. Baranova, X. M. Wang, M. J. Gable, E. S. Kretz, G. Di Benedetto, T. R. Lezon, L. M. Ferrando, T. M. Larkin, M. Sullivan, S. Yablonska, J. J. Wang, M. B. Minnigh, G. Guillaumet, F. Suzenet, R. M. Richardson, S. M. Poloyac, D. B. Stolz, R. Jockers, P. A. Witt-Enderby, D. L. Carlisle, J. P. Vilardaga and R. M. Friedlander	2017	Dual role of mitochondria in producing melatonin and driving GPCR signaling to block cytochrome c release		Proceedings of the National Academy of Sciences of the United States of America			114		38	E7997-E8006					Sep			Dual role of mitochondria in producing melatonin and driving GPCR signaling to block cytochrome c release		0027-8424												WOS:000411157100019					Times Cited: 52","     Hara H, 1997, P NATL ACAD SCI USA, V94, P2007, DOI 10.1073/pnas.94.5.2007",Aaron,"Fully Substantiated",Yes
"Proceedings 48","Y. Suofu, W. Li, F. G. Jean-Alphonse, J. Y. Jia, N. K. Khattar, J. T. Li, S. V. Baranov, D. Leronni, A. C. Mihalik, Y. Q. He, E. Cecon, V. L. Wehbi, J. Kim, B. E. Heath, O. V. Baranova, X. M. Wang, M. J. Gable, E. S. Kretz, G. Di Benedetto, T. R. Lezon, L. M. Ferrando, T. M. Larkin, M. Sullivan, S. Yablonska, J. J. Wang, M. B. Minnigh, G. Guillaumet, F. Suzenet, R. M. Richardson, S. M. Poloyac, D. B. Stolz, R. Jockers, P. A. Witt-Enderby, D. L. Carlisle, J. P. Vilardaga and R. M. Friedlander	2017	Dual role of mitochondria in producing melatonin and driving GPCR signaling to block cytochrome c release		Proceedings of the National Academy of Sciences of the United States of America			114		38	E7997-E8006					Sep			Dual role of mitochondria in producing melatonin and driving GPCR signaling to block cytochrome c release		0027-8424												WOS:000411157100019					Times Cited: 52","     Irannejad R, 2013, NATURE, V495, P534, DOI 10.1038/nature12000",Neal,"Fully Substantiated",Yes
"Proceedings 49","Z. I. Kovacs, S. Kim, N. Jikaria, F. Qureshi, B. Milo, B. K. Lewis, M. Bresler, S. R. Burks and J. A. Frank	2017	Disrupting the blood-brain barrier by focused ultrasound induces sterile inflammation		Proceedings of the National Academy of Sciences of the United States of America			114		1	E75-E84					Jan			Disrupting the blood-brain barrier by focused ultrasound induces sterile inflammation		0027-8424												WOS:000391093700009					Times Cited: 55","     Tu TW, 2014, J NEUROPATH EXP NEUR, V73, P1152, DOI 10.1097/NEN.0000000000000140",Aaron,"Impossible to Substantiate",No
"Proceedings 50","Z. I. Kovacs, S. Kim, N. Jikaria, F. Qureshi, B. Milo, B. K. Lewis, M. Bresler, S. R. Burks and J. A. Frank	2017	Disrupting the blood-brain barrier by focused ultrasound induces sterile inflammation		Proceedings of the National Academy of Sciences of the United States of America			114		1	E75-E84					Jan			Disrupting the blood-brain barrier by focused ultrasound induces sterile inflammation		0027-8424												WOS:000391093700009					Times Cited: 55","     Yao Y, 2014, CELL MOL LIFE SCI, V71, P683, DOI 10.1007/s00018-013-1459-1",Neal,"Fully Substantiated",Yes
"Nature Comm 01","N. Aristidou, C. Eames, I. Sanchez-Molina, X. N. Bu, J. Kosco, M. S. Islam and S. A. Haque	2017	Fast oxygen diffusion and iodide defects mediate oxygen-induced degradation of perovskite solar cells		Nature Communications			8								May			Fast oxygen diffusion and iodide defects mediate oxygen-induced degradation of perovskite solar cells		2041-1723										15218		WOS:000400962100001					Times Cited: 136","     De Bastiani M., 2014, APL MATER, V2",Aaron,"Fully Substantiated",Yes
"Nature Comm 02","N. E. Bengtsson, J. K. Hall, G. L. Odom, M. P. Phelps, C. R. Andrus, R. D. Hawkins, S. D. Hauschka, J. R. Chamberlain and J. S. Chamberlain	2017	Muscle-specific CRISPR/Cas9 dystrophin gene editing ameliorates pathophysiology in a mouse model for Duchenne muscular dystrophy		Nature Communications			8								Feb			Muscle-specific CRISPR/Cas9 dystrophin gene editing ameliorates pathophysiology in a mouse model for Duchenne muscular dystrophy		2041-1723										14454		WOS:000393859600001					Times Cited: 88","     ERVASTI JM, 1990, NATURE, V345, P315, DOI 10.1038/345315a0",Neal,"Fully Substantiated",Yes
"Nature Comm 03","E. B. Bi, H. Chen, F. X. Xie, Y. Z. Wu, W. Chen, Y. J. Su, A. Islam, M. Gratzel, X. D. Yang and L. Y. Han	2017	Diffusion engineering of ions and charge carriers for stable efficient perovskite solar cells		Nature Communications			8								Jun			Diffusion engineering of ions and charge carriers for stable efficient perovskite solar cells		2041-1723										15330		WOS:000403063500001					Times Cited: 79","     Jeon NJ, 2015, NATURE, V517, P476, DOI 10.1038/nature14133",Aaron,"Fully Substantiated",Yes
"Nature Comm 04","E. B. Bi, H. Chen, F. X. Xie, Y. Z. Wu, W. Chen, Y. J. Su, A. Islam, M. Gratzel, X. D. Yang and L. Y. Han	2017	Diffusion engineering of ions and charge carriers for stable efficient perovskite solar cells		Nature Communications			8								Jun			Diffusion engineering of ions and charge carriers for stable efficient perovskite solar cells		2041-1723										15330		WOS:000403063500001					Times Cited: 79","     Leijtens T., 2015, ADV ENERGY MATER, V5, P23",Neal,"Fully Substantiated",Yes
"Nature Comm 05","Z. W. Chen, B. H. Ge, W. Li, S. Q. Lin, J. W. Shen, Y. J. Chang, R. Hanus, G. J. Snyder and Y. Z. Pei	2017	Vacancy-induced dislocations within grains for high-performance PbSe thermoelectrics		Nature Communications			8								Jan			Vacancy-induced dislocations within grains for high-performance PbSe thermoelectrics		2041-1723										13828		WOS:000391095300001					Times Cited: 97","     Wang H, 2014, J MATER CHEM A, V2, P3169, DOI 10.1039/c3ta14929c",Aaron,Unsubstantiated,No
"Nature Comm 06","X. B. Cheng, M. Q. Zhao, C. Chen, A. Pentecost, K. Maleski, T. Mathis, X. Q. Zhang, Q. Zhang, J. J. Jiang and Y. Gogotsi	2017	Nanodiamonds suppress the growth of lithium dendrites		Nature Communications			8								Aug			Nanodiamonds suppress the growth of lithium dendrites		2041-1723										336		WOS:000408376600002					Times Cited: 70","     AURBACH D, 1989, J ELECTROCHEM SOC, V136, P3198, DOI 10.1149/1.2096425",Neal,"Impossible to Substantiate",No
"Nature Comm 07","X. B. Cheng, M. Q. Zhao, C. Chen, A. Pentecost, K. Maleski, T. Mathis, X. Q. Zhang, Q. Zhang, J. J. Jiang and Y. Gogotsi	2017	Nanodiamonds suppress the growth of lithium dendrites		Nature Communications			8								Aug			Nanodiamonds suppress the growth of lithium dendrites		2041-1723										336		WOS:000408376600002					Times Cited: 70","     Cheng XB, 2014, SMALL, V10, P4257, DOI 10.1002/smll.201401837",Aaron,"Partially Substantiated",No
"Nature Comm 08","X. B. Cheng, M. Q. Zhao, C. Chen, A. Pentecost, K. Maleski, T. Mathis, X. Q. Zhang, Q. Zhang, J. J. Jiang and Y. Gogotsi	2017	Nanodiamonds suppress the growth of lithium dendrites		Nature Communications			8								Aug			Nanodiamonds suppress the growth of lithium dendrites		2041-1723										336		WOS:000408376600002					Times Cited: 70","     Ding F, 2013, J AM CHEM SOC, V135, P4450, DOI 10.1021/ja312241y",Neal,"Fully Substantiated",Yes
"Nature Comm 09","X. B. Cheng, M. Q. Zhao, C. Chen, A. Pentecost, K. Maleski, T. Mathis, X. Q. Zhang, Q. Zhang, J. J. Jiang and Y. Gogotsi	2017	Nanodiamonds suppress the growth of lithium dendrites		Nature Communications			8								Aug			Nanodiamonds suppress the growth of lithium dendrites		2041-1723										336		WOS:000408376600002					Times Cited: 70","     Krueger A, 2008, DIAM RELAT MATER, V17, P1367, DOI 10.1016/j.diamond.2008.01.033",Aaron,"Fully Substantiated",No
"Nature Comm 10","W. Chung, H. H. Eum, H. O. Lee, K. M. Lee, H. B. Lee, K. T. Kim, H. S. Ryu, S. Kim, J. E. Lee, Y. H. Park, Z. Y. Kan, W. Han and W. Y. Park	2017	Single-cell RNA-seq enables comprehensive tumour and immune cell profiling in primary breast cancer		Nature Communications			8								May			Single-cell RNA-seq enables comprehensive tumour and immune cell profiling in primary breast cancer		2041-1723										15081		WOS:000400849700001					Times Cited: 74","     Navin NE, 2015, GENOME RES, V25, P1499, DOI 10.1101/gr.191098.115",Neal,"Fully Substantiated",No
"Nature Comm 11","X. Y. Duan, S. Kamin and N. Liu	2017	Dynamic plasmonic colour display		Nature Communications			8								Feb			Dynamic plasmonic colour display		2041-1723										14606		WOS:000394654400001					Times Cited: 100","     Lal S, 2007, NAT PHOTONICS, V1, P641, DOI 10.1038/nphoton.2007.223",Aaron,"Impossible to Substantiate",Yes
"Nature Comm 12","X. Y. Duan, S. Kamin and N. Liu	2017	Dynamic plasmonic colour display		Nature Communications			8								Feb			Dynamic plasmonic colour display		2041-1723										14606		WOS:000394654400001					Times Cited: 112","     Strohfeldt N, 2014, NANO LETT, V14, P1140, DOI 10.1021/nl403643v",Neal,"Impossible to Substantiate",No
"Nature Comm 13","G. Grancini, C. Roldan-Carmona, I. Zimmermann, E. Mosconi, X. Lee, D. Martineau, S. Narbey, F. Oswald, F. De Angelis, M. Graetzel and M. K. Nazeeruddin	2017	One-Year stable perovskite solar cells by 2D/3D interface engineering		Nature Communications			8								Jun			One-Year stable perovskite solar cells by 2D/3D interface engineering		2041-1723										15684		WOS:000402524300001					Times Cited: 333","     Jeon NJ, 2014, NAT MATER, V13, P897, DOI [10.1038/NMAT4014, 10.1038/nmat4014]",Aaron,"Impossible to Substantiate",Yes
"Nature Comm 14","M. Khoshouei, M. Radjainia, W. Baumeister and R. Danev	2017	Cryo-EM structure of haemoglobin at 3.2 angstrom determined with the Volta phase plate		Nature Communications			8								Jun			Cryo-EM structure of haemoglobin at 3.2 angstrom determined with the Volta phase plate		2041-1723										16099		WOS:000404455700001					Times Cited: 68","     Emsley P, 2010, ACTA CRYSTALLOGR D, V66, P486, DOI 10.1107/S0907444910007493",Neal,"Impossible to Substantiate",No
"Nature Comm 15","M. M. Laronda, A. L. Rutz, S. Xiao, K. A. Whelan, F. E. Duncan, E. W. Roth, T. K. Woodruff and R. N. Shah	2017	A bioprosthetic ovary created using 3D printed microporous scaffolds restores ovarian function in sterilized mice		Nature Communications			8								May			A bioprosthetic ovary created using 3D printed microporous scaffolds restores ovarian function in sterilized mice		2041-1723										15261		WOS:000401348300001					Times Cited: 88","     Highley CB, 2015, ADV MATER, V27, P5075, DOI 10.1002/adma.201501234",Aaron,"Fully Substantiated",Yes
"Nature Comm 16","M. M. Laronda, A. L. Rutz, S. Xiao, K. A. Whelan, F. E. Duncan, E. W. Roth, T. K. Woodruff and R. N. Shah	2017	A bioprosthetic ovary created using 3D printed microporous scaffolds restores ovarian function in sterilized mice		Nature Communications			8								May			A bioprosthetic ovary created using 3D printed microporous scaffolds restores ovarian function in sterilized mice		2041-1723										15261		WOS:000401348300001					Times Cited: 88","     Jakus AE, 2016, BIOMED MATER, V11, DOI 10.1088/1748-6041/11/1/014102",Neal,"Fully Substantiated",Yes
"Nature Comm 17","J. Li, X. M. Ren, Y. C. Yin, K. Zhao, A. Chew, Y. Cheng, E. Cunningham, Y. Wang, S. Y. Hu, Y. Wu, M. Chini and Z. H. Chang	2017	53-attosecond X-ray pulses reach the carbon K-edge		Nature Communications			8								Aug			53-attosecond X-ray pulses reach the carbon K-edge		2041-1723												WOS:000406947700004					Times Cited: 67","     CORKUM PB, 1994, OPT LETT, V19, P1870, DOI 10.1364/OL.19.001870",Aaron,"Partially Substantiated",No
"Nature Comm 18","L. L. Li, T. J. Cui, W. Ji, S. Liu, J. Ding, X. Wan, Y. B. Li, M. H. Jiang, C. W. Qiu and S. Zhang	2017	Electromagnetic reprogrammable coding-metasurface holograms		Nature Communications			8								Aug			Electromagnetic reprogrammable coding-metasurface holograms		2041-1723										197		WOS:000406948000003					Times Cited: 73","     Huang LL, 2015, ADV MATER, V27, P6444, DOI 10.1002/adma.201502541",Neal,"Fully Substantiated",Yes
"Nature Comm 19","Y. X. Li, Z. X. Yang, Y. L. Wang, Z. L. Bai, T. Zheng, X. Dai, S. T. Liu, D. X. Gui, W. Liu, M. Chen, L. H. Chen, J. Diwu, L. Y. Zhu, R. H. Zhou, Z. F. Chai, T. E. Albrecht-Schmitt and S. Wang	2017	A mesoporous cationic thorium-organic framework that rapidly traps anionic persistent organic pollutants		Nature Communications			8								Nov			A mesoporous cationic thorium-organic framework that rapidly traps anionic persistent organic pollutants		2041-1723										1354		WOS:000414534700018					Times Cited: 67","     Feng DW, 2015, ANGEW CHEM INT EDIT, V54, P149, DOI 10.1002/anie.201409334",Aaron,Unsubstantiated,Yes
"Nature Comm 20","X. Y. Liu, J. P. Xiao, H. J. Peng, X. Hong, K. Chan and J. K. Norskov	2017	Understanding trends in electrochemical carbon dioxide reduction rates		Nature Communications			8								May			Understanding trends in electrochemical carbon dioxide reduction rates		2041-1723										15438		WOS:000401909500001					Times Cited: 85","     Asadi M, 2014, NAT COMMUN, V5, DOI 10.1038/ncomms5470",Neal,"Fully Substantiated",Yes
"Nature Comm 21","X. Y. Liu, J. P. Xiao, H. J. Peng, X. Hong, K. Chan and J. K. Norskov	2017	Understanding trends in electrochemical carbon dioxide reduction rates		Nature Communications			8								May			Understanding trends in electrochemical carbon dioxide reduction rates		2041-1723										15438		WOS:000401909500001					Times Cited: 85","     Goodpaster JD, 2016, J PHYS CHEM LETT, V7, P1471, DOI 10.1021/acs.jpclett.6b00358",Aaron,"Fully Substantiated",Yes
"Nature Comm 22","X. Y. Liu, J. P. Xiao, H. J. Peng, X. Hong, K. Chan and J. K. Norskov	2017	Understanding trends in electrochemical carbon dioxide reduction rates		Nature Communications			8								May			Understanding trends in electrochemical carbon dioxide reduction rates		2041-1723										15438		WOS:000401909500001					Times Cited: 85","     Medford AJ, 2014, SCIENCE, V345, P197, DOI 10.1126/science.1253486",Neal,"Fully Substantiated",No
"Nature Comm 23","A. Lunghi, F. Totti, R. Sessoli and S. Sanvito	2017	The role of anharmonic phonons in under-barrier spin relaxation of single molecule magnets		Nature Communications			8								Mar			The role of anharmonic phonons in under-barrier spin relaxation of single molecule magnets		2041-1723										14620		WOS:000395503100001					Times Cited: 70","     Chen YC, 2016, J AM CHEM SOC, V138, P2829, DOI 10.1021/jacs.5b13584",Aaron,"Fully Substantiated",Yes
"Nature Comm 24","J. A. Mattison, R. J. Colman, T. M. Beasley, D. B. Allison, J. W. Kemnitz, G. S. Roth, D. K. Ingram, R. Weindruch, R. de Cabo and R. M. Anderson	2017	Caloric restriction improves health and survival of rhesus monkeys		Nature Communications			8								Jan			Caloric restriction improves health and survival of rhesus monkeys		2041-1723										14063		WOS:000391940100001					Times Cited: 123","     Polewski MA, 2015, J LIPID RES, V56, P1461, DOI 10.1194/jlr.M057562",Neal,"Fully Substantiated",Yes
"Nature Comm 25","R. W. Mo, D. Rooney, K. N. Sun and H. Y. Yang	2017	3D nitrogen-doped graphene foam with encapsulated germanium/nitrogen-doped graphene yolk-shell nanoarchitecture for high-performance flexible Li-ion battery		Nature Communications			8								Jan			3D nitrogen-doped graphene foam with encapsulated germanium/nitrogen-doped graphene yolk-shell nanoarchitecture for high-performance flexible Li-ion battery		2041-1723										13949		WOS:000391128100001					Times Cited: 105","     Liu JL, 2013, NANO ENERGY, V2, P726, DOI 10.1016/j.nanoen.2012.12.008",Aaron,Unsubstantiated,No
"Nature Comm 26","H. Seebens, T. M. Blackburn, E. E. Dyer, P. Genovesi, P. E. Hulme, J. M. Jeschke, S. Pagad, P. Pysek, M. Winter, M. Arianoutsou, S. Bacher, B. Blasius, G. Brundu, C. Capinha, L. Celesti-Grapow, W. Dawson, S. Dullinger, N. Fuentes, H. Jager, J. Kartesz, M. Kenis, H. Kreft, I. Kuhn, B. Lenzner, A. Liebhold, A. Mosena, D. Moser, M. Nishino, D. Pearman, J. Pergl, W. Rabitsch, J. Rojas-Sandoval, A. Roques, S. Rorke, S. Rossinelli, H. E. Roy, R. Scalera, S. Schindler, K. Stajerova, B. Tokarska-Guzik, M. van Kleunen, K. Walker, P. Weigelt, T. Yamanaka and F. Essl	2017	No saturation in the accumulation of alien species worldwide		Nature Communications			8								Feb			No saturation in the accumulation of alien species worldwide		2041-1723										14435		WOS:000394221600001					Times Cited: 172","     Aukema JE, 2010, BIOSCIENCE, V60, P886, DOI 10.1525/bio.2010.60.11.5",Neal,"Fully Substantiated",No
"Nature Comm 27","H. Seebens, T. M. Blackburn, E. E. Dyer, P. Genovesi, P. E. Hulme, J. M. Jeschke, S. Pagad, P. Pysek, M. Winter, M. Arianoutsou, S. Bacher, B. Blasius, G. Brundu, C. Capinha, L. Celesti-Grapow, W. Dawson, S. Dullinger, N. Fuentes, H. Jager, J. Kartesz, M. Kenis, H. Kreft, I. Kuhn, B. Lenzner, A. Liebhold, A. Mosena, D. Moser, M. Nishino, D. Pearman, J. Pergl, W. Rabitsch, J. Rojas-Sandoval, A. Roques, S. Rorke, S. Rossinelli, H. E. Roy, R. Scalera, S. Schindler, K. Stajerova, B. Tokarska-Guzik, M. van Kleunen, K. Walker, P. Weigelt, T. Yamanaka and F. Essl	2017	No saturation in the accumulation of alien species worldwide		Nature Communications			8								Feb			No saturation in the accumulation of alien species worldwide		2041-1723										14435		WOS:000394221600001					Times Cited: 172","     PEARS N, 1982, SCOT GEOGR MAG, V98, P23, DOI 10.1080/00369228208736512",Aaron,"Fully Substantiated",Yes
"Nature Comm 28","J. W. Su, Y. Yang, G. L. Xia, J. T. Chen, P. Jiang and Q. W. Chen	2017	Ruthenium-cobalt nanoalloys encapsulated in nitrogen-doped graphene as active electrocatalysts for producing hydrogen in alkaline media		Nature Communications			8								Apr			Ruthenium-cobalt nanoalloys encapsulated in nitrogen-doped graphene as active electrocatalysts for producing hydrogen in alkaline media		2041-1723										14969		WOS:000400066500001					Times Cited: 95","     Li R, 2016, DALTON T, V45, P539, DOI 10.1039/c5dt03631c",Neal,"Impossible to Substantiate",Yes
"Nature Comm 29","J. W. Su, Y. Yang, G. L. Xia, J. T. Chen, P. Jiang and Q. W. Chen	2017	Ruthenium-cobalt nanoalloys encapsulated in nitrogen-doped graphene as active electrocatalysts for producing hydrogen in alkaline media		Nature Communications			8								Apr			Ruthenium-cobalt nanoalloys encapsulated in nitrogen-doped graphene as active electrocatalysts for producing hydrogen in alkaline media		2041-1723										14969		WOS:000400066500001					Times Cited: 95","     Shi ZP, 2016, J MATER CHEM A, V4, P6006, DOI 10.1039/c6ta01900e",Aaron,Unsubstantiated,Yes
"Nature Comm 30","Z. H. Sun, J. Q. Zhang, L. C. Yin, G. J. Hu, R. P. Fang, H. M. Cheng and F. Li	2017	Conductive porous vanadium nitride/graphene composite as chemical anchor of polysulfides for lithium-sulfur batteries		Nature Communications			8								Mar			Conductive porous vanadium nitride/graphene composite as chemical anchor of polysulfides for lithium-sulfur batteries		2041-1723										14627		WOS:000395280000001					Times Cited: 248","     Goodenough JB, 2015, ENERGY STORAGE MATER, V1, P158, DOI 10.1016/j.ensm.2015.07.001",Neal,"Fully Substantiated",Yes
"Nature Comm 31","K. Uchibori, N. Inase, M. Araki, M. Kamada, S. Sato, Y. Okuno, N. Fujita and R. Katayama	2017	Brigatinib combined with anti-EGFR antibody overcomes osimertinib resistance in EGFR-mutated non-small-cell lung cancer		Nature Communications			8								Mar			Brigatinib combined with anti-EGFR antibody overcomes osimertinib resistance in EGFR-mutated non-small-cell lung cancer		2041-1723										14768		WOS:000396231400001					Times Cited: 74","     Kohno T, 2013, CANCER SCI, V104, P1396, DOI 10.1111/cas.12275",Aaron,Unsubstantiated,No
"Nature Comm 32","P. T. Wang, X. Zhang, J. Zhang, S. Wan, S. J. Guo, G. Lu, J. L. Yao and X. Q. Huang	2017	Precise tuning in platinum-nickel/ nickel sulfide interface nanowires for synergistic hydrogen evolution catalysis		Nature Communications			8								Feb			Precise tuning in platinum-nickel/ nickel sulfide interface nanowires for synergistic hydrogen evolution catalysis		2041-1723										14580		WOS:000394796600001					Times Cited: 137","     KRESSE G, 1993, PHYS REV B, V47, P558, DOI 10.1103/PhysRevB.47.558",Neal,"Impossible to Substantiate",Yes
"Nature Comm 33","S. M. Wang, P. C. Wu, V. C. Su, Y. C. Lai, C. H. Chu, J. W. Chen, S. H. Lu, J. Chen, B. B. Xu, C. H. Kuan, T. Li, S. N. Zhu and D. P. Tsai	2017	Broadband achromatic optical metasurface devices		Nature Communications			8								Aug			Broadband achromatic optical metasurface devices		2041-1723										187		WOS:000406947700005					Times Cited: 103","     Kang M, 2012, OPT EXPRESS, V20, P15882, DOI 10.1364/OE.20.015882",Aaron,"Fully Substantiated",No
"Nature Comm 34","G. C. Xing, B. Wu, X. Y. Wu, M. J. Li, B. Du, Q. Wei, J. Guo, E. K. L. Yeow, T. C. Sum and W. Huang	2017	Transcending the slow bimolecular recombination in lead-halide perovskites for electroluminescence		Nature Communications			8								Feb			Transcending the slow bimolecular recombination in lead-halide perovskites for electroluminescence		2041-1723										14558		WOS:000394796300001					Times Cited: 73","     Dou LT, 2015, SCIENCE, V349, P1518, DOI 10.1126/science.aac7660",Neal,"Impossible to Substantiate",No
"Nature Comm 35","G. C. Xing, B. Wu, X. Y. Wu, M. J. Li, B. Du, Q. Wei, J. Guo, E. K. L. Yeow, T. C. Sum and W. Huang	2017	Transcending the slow bimolecular recombination in lead-halide perovskites for electroluminescence		Nature Communications			8								Feb			Transcending the slow bimolecular recombination in lead-halide perovskites for electroluminescence		2041-1723										14558		WOS:000394796300001					Times Cited: 73","     McCray WP, 2007, NAT NANOTECHNOL, V2, P259, DOI 10.1038/nnano.2007.121",Aaron,"Impossible to Substantiate",Yes
"Nature Comm 36","P. F. Yan, J. M. Zheng, M. Gu, J. Xiao, J. G. Zhang and C. M. Wang	2017	Intragranular cracking as a critical barrier for high-voltage usage of layer-structured cathode for lithium-ion batteries		Nature Communications			8								Jan			Intragranular cracking as a critical barrier for high-voltage usage of layer-structured cathode for lithium-ion batteries		2041-1723										14101		WOS:000392095500001					Times Cited: 93","     Zhou YN, 2014, NAT COMMUN, V5, DOI 10.1038/ncomms6381",Neal,"Fully Substantiated",Yes
"Nature Comm 37","D. Yang, P. F. Duan, L. Zhang and M. H. Liu	2017	Chirality and energy transfer amplified circularly polarized luminescence in composite nanohelix		Nature Communications			8								Jun			Chirality and energy transfer amplified circularly polarized luminescence in composite nanohelix		2041-1723										15727		WOS:000402752900001					Times Cited: 68","     Dekker JP, 2005, BBA-BIOENERGETICS, V1706, P12, DOI 10.1016/j.bbabio.2004.09.009",Aaron,"Fully Substantiated",Yes
"Nature Comm 38","D. Yang, P. F. Duan, L. Zhang and M. H. Liu	2017	Chirality and energy transfer amplified circularly polarized luminescence in composite nanohelix		Nature Communications			8								Jun			Chirality and energy transfer amplified circularly polarized luminescence in composite nanohelix		2041-1723										15727		WOS:000402752900001					Times Cited: 68","     Vemula PK, 2008, ACCOUNTS CHEM RES, V41, P769, DOI 10.1021/ar7002682",Neal,"Fully Substantiated",Yes
"Nature Comm 39","G. B. Yang, L. G. Xu, Y. Chao, J. Xu, X. Q. Sun, Y. F. Wu, R. Peng and Z. Liu	2017	Hollow MnO2 as a tumor-microenvironment-responsive biodegradable nano-platform for combination therapy favoring antitumor immune responses		Nature Communications			8								Oct			Hollow MnO2 as a tumor-microenvironment-responsive biodegradable nano-platform for combination therapy favoring antitumor immune responses		2041-1723										902		WOS:000412860100002					Times Cited: 129","     Chang CH, 2015, CELL, V162, P1229, DOI 10.1016/j.cell.2015.08.016",Aaron,"Fully Substantiated",Yes
"Nature Comm 40","Z. Yuan, C. K. Zhou, Y. Tian, Y. Shu, J. Messier, J. C. Wang, L. J. van de Burgt, K. Kountouriotis, Y. Xin, E. Holt, K. Schanze, R. Clark, T. Siegrist and B. W. Ma	2017	One-dimensional organic lead halide perovskites with efficient bluish white-light emission		Nature Communications			8								Jan			One-dimensional organic lead halide perovskites with efficient bluish white-light emission		2041-1723										14051		WOS:000391195500001					Times Cited: 118","     Dohner ER, 2014, J AM CHEM SOC, V136, P1718, DOI 10.1021/ja411045r",Neal,"Fully Substantiated",Yes
"Nature Comm 41","H. Yuk, S. T. Lin, C. Ma, M. Takaffoli, N. X. Fang and X. H. Zhao	2017	Hydraulic hydrogel actuators and robots optically and sonically camouflaged in water		Nature Communications			8								Feb			Hydraulic hydrogel actuators and robots optically and sonically camouflaged in water		2041-1723										14230		WOS:000393075700001					Times Cited: 142","     OSADA Y, 1992, NATURE, V355, P242, DOI 10.1038/355242a0",Aaron,"Fully Substantiated",No
"Nature Comm 42","J. J. Zhang, Y. X. Fu, H. H. Han, Y. Zang, J. Li, X. P. He, B. L. Feringa and H. Tian	2017	Remote light-controlled intracellular target recognition by photochromic fluorescent glycoprobes		Nature Communications			8								Oct			Remote light-controlled intracellular target recognition by photochromic fluorescent glycoprobes		2041-1723										987		WOS:000413118000005					Times Cited: 69","     Yang XG, 2016, CHEM COMMUN, V52, P10289, DOI 10.1039/c6cc05254a",Neal,"Fully Substantiated",Yes
"Nature Comm 43","J. W. Zhang, L. R. Song, S. H. Pedersen, H. Yin, L. T. Hung and B. B. Iversen	2017	Discovery of high-performance low-cost n-type Mg3Sb2-based thermoelectric materials with multi-valley conduction bands		Nature Communications			8								Jan			Discovery of high-performance low-cost n-type Mg3Sb2-based thermoelectric materials with multi-valley conduction bands		2041-1723										13901		WOS:000391306300001					Times Cited: 81","     Heremans JP, 2008, SCIENCE, V321, P554, DOI 10.1126/science.1159725",Aaron,"Fully Substantiated",Yes
"Nature Comm 44","J. W. Zhang, L. R. Song, S. H. Pedersen, H. Yin, L. T. Hung and B. B. Iversen	2017	Discovery of high-performance low-cost n-type Mg3Sb2-based thermoelectric materials with multi-valley conduction bands		Nature Communications			8								Jan			Discovery of high-performance low-cost n-type Mg3Sb2-based thermoelectric materials with multi-valley conduction bands		2041-1723										13901		WOS:000391306300001					Times Cited: 81","     Shuai J, 2015, ACTA MATER, V93, P187, DOI 10.1016/j.actamat.2015.04.023",Neal,"Fully Substantiated",Yes
"Nature Comm 45","X. Zhang, Z. S. Wu, L. W. Li, Y. Y. Li, H. M. Xu, X. X. Li, X. L. Yu, Z. S. Zhang, Y. Y. Liang and H. L. Wang	2017	Highly selective and active CO2 reduction electro-catalysts based on cobalt phthalocyanine/carbon nanotube hybrid structures		Nature Communications			8								Mar			Highly selective and active CO2 reduction electro-catalysts based on cobalt phthalocyanine/carbon nanotube hybrid structures		2041-1723										14675		WOS:000395727800001					Times Cited: 110","     Tatin A, 2016, P NATL ACAD SCI USA, V113, P5526, DOI 10.1073/pnas.1604628113",Aaron,"Fully Substantiated",No
"Nature Comm 46","Z. L. Zhang, Y. H. Zhu, H. Asakura, B. Zhang, J. G. Zhang, M. X. Zhou, Y. Han, T. Tanaka, A. Q. Wang, T. Zhang and N. Yan	2017	Thermally stable single atom Pt/m-Al2O3 for selective hydrogenation and CO oxidation		Nature Communications			8								Jul			Thermally stable single atom Pt/m-Al2O3 for selective hydrogenation and CO oxidation		2041-1723										16100		WOS:000406360300001					Times Cited: 77","     Wang YG, 2015, NAT COMMUN, V6, DOI 10.1038/ncomms7511",Neal,"Fully Substantiated","Yes (21 references)"
